1	PI	405
2	PI	495
3	PI	405
4	PI	1545
5	PI	1547
6	PI	1551
7	PI	651
8	PI	503	506
11	PI	543	1069
14	PI	2817
15	PI	495
16	PI	637	643
19	PI	1544
20	PI	1546
21	PI	1548
22	PI	1549
23	PI	1550
24	PI	1552
25	PI	1564
26	PI	1566
27	PI	1568
28	PI	1571
29	PI	693	699
32	PI	1565
33	PI	1567
34	PI	1569
35	PI	1570
36	PI	1822
37	PI	499
40	PI	2113	2250
43	PI	1455
44	PI	487	544
47	PI	1479
48	PI	1476
49	PI	1473
50	PI	1470
51	PI	1467
52	PI	1464
53	PI	1461
54	PI	1458
55	PI	1452
56	PI	1456
57	PI	493	547
60	PI	1480
61	PI	1477
62	PI	1471
63	PI	1468
64	PI	1465
65	PI	1462
66	PI	1459
67	PI	1453
68	PI	1065
69	PI	491	547
72	PI	1101
73	PI	1100
74	PI	1099
75	PI	1098
76	PI	1097
77	PI	1068
78	PI	1067
79	PI	1066
80	PI	1064
81	PI	1454
82	PI	489	544
85	PI	1478
86	PI	1475
87	PI	1472
88	PI	1469
89	PI	1466
90	PI	1463
91	PI	1460
92	PI	1457
93	PI	1451
94	PI	1026
95	PI	1533
96	PI	490	544
99	PI	1491
100	PI	1488
101	PI	1485
102	PI	1482
103	PI	1542
104	PI	1539
105	PI	1536
106	PI	1530
107	PI	1169
108	PI	494	547
111	PI	1127
112	PI	1126
113	PI	1125
114	PI	1124
115	PI	1172
116	PI	1171
117	PI	1170
118	PI	1168
119	PI	1534
120	PI	492	547
123	PI	1492
124	PI	1489
125	PI	1486
126	PI	1483
127	PI	1543
128	PI	1540
129	PI	1537
130	PI	1531
131	PI	1532
132	PI	488	544
135	PI	1490
136	PI	1487
137	PI	1484
138	PI	1481
139	PI	1541
140	PI	1538
141	PI	1535
142	PI	1529
143	PI	3883
144	PI	3884
145	PI	3885
146	PI	3886
147	PI	3887
148	PI	3888
149	PI	3889
150	PI	3890
151	PI	3891
152	PI	3892
153	PI	3893
154	PI	3894
155	PI	3895
156	PI	3896
157	PI	3897
158	PI	3898
159	PI	3899
160	PI	3900
161	PI	3901
162	PI	3902
163	PI	3903
164	PI	3904
165	PI	3905
166	PI	3906
167	PI	3907
168	PI	3908
169	PI	3909
170	PI	3910
171	PI	3911
172	PI	3912
173	PI	3913
174	PI	3914
175	PI	3915
176	PI	3916
177	PI	3917
178	PI	3918
179	PI	3919
180	PI	3920
181	PI	3921
182	PI	3922
183	PI	3923
184	PI	3924
185	PI	3925
186	PI	3926
187	PI	3927
188	PI	3928
189	PI	3929
190	PI	3930
191	PI	3931
192	PI	3932
193	PI	3933
194	PI	3934
195	PI	3935
196	PI	3936
197	PI	3937
198	PI	3938
199	PI	3939
200	PI	3940
201	PI	3941
202	PI	3942
203	PI	3943
204	PI	3944
205	PI	3945
206	PI	3946
207	PI	3947
208	PI	3948
209	PI	3949
210	PI	3950
211	PI	3951
212	PI	3952
213	PI	3953
214	PI	3954
215	PI	3955
216	PI	3956
217	PI	3957
218	PI	3958
219	PI	3959
224	PI	3960
227	PI	3961
230	PI	408
231	PI	3962
234	PI	3963
237	PI	3964
241	PI	3965
246	PI	3966
253	PI	3967
256	PI	3968
259	PI	3969
262	PI	425
263	PI	3970
266	PI	3971
269	PI	3972
272	PI	3973
275	PI	3974
278	PI	3975
281	PI	3976
284	PI	3977
287	PI	3978
290	PI	3979
294	PI	3980
297	PI	3981
301	PI	3982
305	PI	3983
309	PI	3984
313	PI	3985
316	PI	3986
319	PI	3987
322	PI	3988
325	PI	3989
328	PI	3990
331	PI	3991
334	PI	3992
337	PI	3993
340	PI	3994
343	PI	3995
346	PI	3996
349	PI	3997
352	PI	3998
355	PI	3999
398	BUFF	4000
400	BUFF	4001
401	BUFF	4002
405	AND	486
408	NOT	2120
419	BUFF	4003
420	BUFF	4004
425	NOT	1894
456	BUFF	2359	2377	2382	2391	2395
457	BUFF	4005
458	BUFF	4006
485	AND	792
486	NOT	1823
487	NOT	3600	3790
488	NOT	4007
489	NOT	4008
490	NOT	4009
491	NOT	4010
492	NOT	4011
493	NOT	3253	3296
494	NOT	4012
495	AND	799
496	BUFF	4013
499	AND	800	3250	3295
500	BUFF	4014
503	BUFF	4015
506	BUFF	4016
509	BUFF	4017
521	BUFF	4018
533	NOT	4019
537	NOT	4020
543	AND	509	550	1302
544	AND	4021
547	AND	4022
550	BUFF	4023
562	BUFF	2358	2368	2386	2469
574	NOT	4024
578	NOT	4025
582	BUFF	4026
594	BUFF	4027
606	NOT	900
607	NOT	901
608	NOT	902
609	NOT	903
610	NOT	904	3001	3004
611	NOT	905
612	NOT	1141
613	BUFF	3187	3191
625	BUFF	3190	3194
637	BUFF	4028
643	BUFF	4029
650	NOT	1185
651	AND	521	562
655	NOT	1037	1070
659	NOT	4030
663	NOT	4031
667	NOT	4032
671	NOT	4033
675	NOT	4034
679	NOT	4035
683	NOT	4036
687	NOT	4037
693	BUFF	4038
699	BUFF	4039
705	NOT	4040
711	NOT	4041
715	NOT	4042
719	NOT	4043
723	NOT	4044
727	NOT	4045
730	NOT	4046
733	NOT	998
734	NOT	999
735	BUFF	4047
738	BUFF	3262	3304
741	BUFF	4048
744	BUFF	4049
747	BUFF	4050
750	BUFF	4051
753	BUFF	2789	2790	2791	2792
756	BUFF	4052
759	BUFF	4053
762	BUFF	4054
765	BUFF	4055
768	BUFF	4056
771	BUFF	4057
774	BUFF	4058
777	BUFF	4059
780	BUFF	4060
783	BUFF	4061
786	BUFF	4062
792	NOT	4063
799	NOT	4064
800	NOT	4065
805	BUFF	4066
900	NAND	1129
901	NAND	1129	3731	3732	3733	3734
902	NAND	1133
903	NAND	1133
904	NAND	1137
905	NAND	1137
998	NAND	1216
999	NAND	1216	2809	2810	2811	2812
1026	AND	4067
1027	AND	1269
1028	NOT	2188	2204
1029	NAND	4068
1032	NOT	1275
1033	NOT	1276
1034	AND	4069
1037	BUFF	4070
1042	NOT	4071
1053	NOT	4072
1064	AND	1596
1065	AND	1600
1066	AND	1606	2018	2144	2791	2811
1067	AND	1612
1068	AND	1615	2440	2457
1069	AND	1302
1070	BUFF	4073
1075	NOT	4074
1086	NOT	4075
1097	AND	1619
1098	AND	1624
1099	AND	1628
1100	AND	1631	3793	3794
1101	AND	1634
1102	NOT	4076
1113	NOT	4077
1124	AND	1637
1125	AND	1642
1126	AND	1647
1127	AND	1651
1128	AND	1656	3744	3746	3747
1129	NAND	4078
1133	NAND	4079
1137	NAND	4080
1140	NOT	1351
1141	NAND	1502
1142	NOT	1352
1143	NOT	1353
1144	NOT	1354
1145	NOT	1355
1146	NOT	4081
1157	NOT	4082
1168	AND	1708
1169	AND	1676
1170	AND	1681
1171	AND	1686
