1	PI	250	276	338	341	555	558	563	586	588	596	640	645	650	655	693	697	701	705	725
5	PI	252	276	342	345	566	568	575	578	583	600	630	635	709	713	717	721	729
9	PI	254	277	733
13	PI	256	277	737
17	PI	258	284	741
21	PI	260	284	745
25	PI	262	285	749
29	PI	264	285	753
33	PI	756
37	PI	757
41	PI	758
45	PI	759
49	PI	760
53	PI	761
57	PI	762
61	PI	763
65	PI	764
69	PI	765
73	PI	766
77	PI	767
81	PI	768
85	PI	769
89	PI	770
93	PI	771
97	PI	772
101	PI	773
105	PI	774
109	PI	775
113	PI	776
117	PI	777
121	PI	778
125	PI	779
129	PI	266
130	PI	267
131	PI	268
132	PI	269
133	PI	270
134	PI	271
135	PI	272
136	PI	273
137	PI	780
250	XOR	290
251	XOR	290
252	XOR	293
253	XOR	293
254	XOR	296
255	XOR	296
256	XOR	299
257	XOR	299
258	XOR	302
259	XOR	302
260	XOR	305
261	XOR	305
262	XOR	308
263	XOR	308
264	XOR	311
265	XOR	311
266	AND	346
267	AND	347
268	AND	348
269	AND	349
270	AND	350
271	AND	351
272	AND	352
273	AND	353
274	XOR	314
275	XOR	314
276	XOR	315
277	XOR	315
278	XOR	316
279	XOR	316
280	XOR	317
281	XOR	317
282	XOR	318
283	XOR	318
284	XOR	319
285	XOR	319
286	XOR	320
287	XOR	320
288	XOR	321
289	XOR	321
290	XOR	781
293	XOR	782
296	XOR	783
299	XOR	784
302	XOR	785
305	XOR	786
308	XOR	787
311	XOR	788
314	XOR	354
315	XOR	367
316	XOR	380
317	XOR	393
318	XOR	406
319	XOR	419
320	XOR	432
321	XOR	445
338	XOR	350
339	XOR	351
340	XOR	352
341	XOR	353
342	XOR	346
343	XOR	347
344	XOR	348
345	XOR	349
346	XOR	354
347	XOR	367
348	XOR	380
349	XOR	393
350	XOR	406
351	XOR	419
352	XOR	432
353	XOR	445
354	XOR	789
367	XOR	790
380	XOR	791
393	XOR	792
406	XOR	793
419	XOR	794
432	XOR	795
445	XOR	796
554	NOT	594
555	NOT	594
556	NOT	594
557	NOT	595
558	NOT	595
559	NOT	595
560	NOT	596
561	NOT	596
562	NOT	596
563	NOT	597
564	NOT	597
565	NOT	597
566	NOT	620
567	NOT	620
568	NOT	625
569	NOT	625
570	NOT	630
571	NOT	630
572	NOT	635
573	NOT	635
574	NOT	598
575	NOT	598
576	NOT	598
577	NOT	599
578	NOT	599
579	NOT	599
580	NOT	600
581	NOT	600
582	NOT	600
583	NOT	601
584	NOT	601
585	NOT	601
586	NOT	640
587	NOT	640
588	NOT	645
589	NOT	645
590	NOT	650
591	NOT	650
592	NOT	655
593	NOT	655
594	AND	602
595	AND	602
596	AND	602
597	AND	602
598	AND	607
599	AND	607
600	AND	607
601	AND	607
602	OR	797
607	OR	798
620	AND	799
625	AND	800
630	AND	801
635	AND	802
640	AND	803
645	AND	804
650	AND	805
655	AND	806
692	AND	724
693	AND	725
694	AND	726
695	AND	727
696	AND	728
697	AND	729
698	AND	730
699	AND	731
700	AND	732
701	AND	733
702	AND	734
703	AND	735
704	AND	736
705	AND	737
706	AND	738
707	AND	739
708	AND	740
709	AND	741
710	AND	742
711	AND	743
712	AND	744
713	AND	745
714	AND	746
715	AND	747
716	AND	748
717	AND	749
718	AND	750
719	AND	751
720	AND	752
721	AND	753
722	AND	754
723	AND	755
724	XOR	807
725	XOR	808
726	XOR	809
727	XOR	810
728	XOR	811
729	XOR	812
730	XOR	813
731	XOR	814
732	XOR	815
733	XOR	816
734	XOR	817
735	XOR	818
736	XOR	819
737	XOR	820
738	XOR	821
739	XOR	822
740	XOR	823
741	XOR	824
742	XOR	825
743	XOR	826
744	XOR	827
745	XOR	828
746	XOR	829
747	XOR	830
748	XOR	831
749	XOR	832
750	XOR	833
751	XOR	834
752	XOR	835
753	XOR	836
754	XOR	837
755	XOR	838
756	PO
757	PO
758	PO
759	PO
760	PO
761	PO
762	PO
763	PO
764	PO
765	PO
766	PO
767	PO
768	PO
769	PO
770	PO
771	PO
772	PO
773	PO
774	PO
775	PO
776	PO
777	PO
778	PO
779	PO
780	PO
781	PO
782	PO
783	PO
784	PO
785	PO
786	PO
787	PO
788	PO
789	PO
790	PO
791	PO
792	PO
793	PO
794	PO
795	PO
796	PO
797	PO
798	PO
799	PO
800	PO
801	PO
802	PO
803	PO
804	PO
805	PO
806	PO
807	PO
808	PO
809	PO
810	PO
811	PO
812	PO
813	PO
814	PO
815	PO
816	PO
817	PO
818	PO
819	PO
820	PO
821	PO
822	PO
823	PO
824	PO
825	PO
826	PO
827	PO
828	PO
829	PO
830	PO
831	PO
832	PO
833	PO
834	PO
835	PO
836	PO
837	PO
838	PO
